#group,false,false,false,false,false,false,true,false,false
#datatype,string,long,string,string,string,string,string,string,string
#default,_result,,,,,,,,
,result,table,direction_entry,direction_exit,entered_time,exit_time,vehicle_id,vehicle_type_entry,vehicle_type_exit
,,916,North,South,2025-05-17T06:17:43.930000000Z,2025-05-17T06:17:50.592000000Z,36,car,car
,,917,North,East,2025-05-17T04:15:31.316000000Z,2025-05-17T04:15:33.419000000Z,360,car,car
,,918,,East,,2025-05-17T03:28:46.905000000Z,361,,car
,,919,North,South,2025-05-17T06:38:09.980000000Z,2025-05-17T06:38:13.767000000Z,363,car,car
,,920,,East,,2025-05-17T03:28:52.896000000Z,365,,car
,,921,North,South,2025-05-17T03:28:50.915000000Z,2025-05-17T03:28:55.411000000Z,366,car,car
,,921,East,South,2025-05-17T06:38:18.560000000Z,2025-05-17T09:04:20.518000000Z,366,car,
,,921,East,,2025-05-17T09:04:18.474000000Z,,366,car,car
,,922,,South,,2025-05-17T06:38:17.017000000Z,367,,car
,,922,North,South,2025-05-17T04:15:47.936000000Z,2025-05-17T04:15:52.126000000Z,367,car,car
,,922,East,North,2025-05-17T05:41:45.428000000Z,2025-05-17T05:41:49.862000000Z,367,car,car
,,923,North,South,2025-05-17T04:15:53.717000000Z,2025-05-17T04:15:57.546000000Z,368,car,car
,,924,North,East,2025-05-17T06:38:23.947000000Z,2025-05-17T06:38:25.430000000Z,369,car,car
,,925,,South,,2025-05-17T03:49:34.728000000Z,37,,car
,,925,South,West,2025-05-17T02:28:44.859000000Z,2025-05-17T02:28:50.722000000Z,37,car,car
,,925,North,South,2025-05-17T04:03:20.318000000Z,2025-05-17T04:03:25.002000000Z,37,car,car
,,926,South,,2025-05-17T05:41:40.288000000Z,,370,car,
,,927,,South,,2025-05-17T03:29:06.630000000Z,372,,car
,,927,East,South,2025-05-17T04:16:06.102000000Z,2025-05-17T04:16:08.330000000Z,372,car,car
,,928,South,,2025-05-17T03:29:11.231000000Z,,373,car,
,,928,South,North,2025-05-17T05:41:46.484000000Z,2025-05-17T05:41:53.668000000Z,373,car,car
,,929,South,North,2025-05-17T05:41:53.098000000Z,2025-05-17T05:41:58.121000000Z,374,car,car
,,929,East,South,2025-05-17T06:38:42.031000000Z,2025-05-17T06:38:43.559000000Z,374,car,car
,,930,North,South,2025-05-17T04:16:01.740000000Z,2025-05-17T04:16:12.027000000Z,376,car,car
,,930,North,South,2025-05-17T06:38:35.210000000Z,2025-05-17T06:38:38.836000000Z,376,car,car
,,931,South,,2025-05-17T06:38:50.372000000Z,,379,truck,
,,931,East,South,2025-05-17T09:04:29.086000000Z,2025-05-17T09:04:33.540000000Z,379,car,car
,,932,East,,2025-05-17T02:12:06.224000000Z,,38,car,
,,933,North,South,2025-05-17T06:39:14.613000000Z,2025-05-17T06:39:17.654000000Z,381,car,car
,,934,,East,,2025-05-17T03:29:23.855000000Z,382,,car
,,934,East,South,2025-05-17T06:39:31.223000000Z,2025-05-17T06:39:40.705000000Z,382,car,car
,,935,South,,2025-05-17T09:04:40.193000000Z,,383,car,
,,936,South,North,2025-05-17T09:04:48.493000000Z,2025-05-17T09:04:52.848000000Z,385,car,car
,,937,East,,2025-05-17T05:42:22.166000000Z,,386,bus,
,,938,South,East,2025-05-17T03:29:36.905000000Z,2025-05-17T03:29:41.037000000Z,387,car,car
,,938,East,,2025-05-17T05:42:26.651000000Z,,387,bus,
,,938,East,,2025-05-17T09:04:45.802000000Z,,387,car,
,,939,East,,2025-05-17T03:29:56.299000000Z,,388,car,
,,940,West,,2025-05-17T03:30:06.857000000Z,,389,car,
,,940,South,North,2025-05-17T06:39:34.578000000Z,2025-05-17T06:39:39.061000000Z,389,car,car
,,941,,South,,2025-05-17T03:09:42.252000000Z,39,,car
,,941,South,,2025-05-17T02:28:48.557000000Z,,39,car,
,,941,South,,2025-05-17T03:49:43.237000000Z,,39,car,
,,942,,South,,2025-05-17T04:16:24.081000000Z,391,,car
,,943,South,,2025-05-17T09:04:59.538000000Z,,392,car,
,,944,East,South,2025-05-17T09:05:15.457000000Z,2025-05-17T09:05:19.289000000Z,393,car,bus
,,945,South,,2025-05-17T05:43:07.053000000Z,,394,bus,
,,946,North,East,2025-05-17T05:43:21.150000000Z,2025-05-17T05:43:22.187000000Z,397,car,car
,,947,East,,2025-05-17T06:39:54.558000000Z,,398,car,
,,948,,East,,2025-05-17T03:08:10.954000000Z,4,,bus
,,948,,East,,2025-05-17T03:32:09.244000000Z,4,,bus
,,949,,West,,2025-05-17T02:23:55.037000000Z,40,,car
,,949,South,,2025-05-17T03:40:25.047000000Z,,40,car,
,,949,North,South,2025-05-17T04:03:24.458000000Z,2025-05-17T06:17:53.874000000Z,40,car,
,,949,North,,2025-05-17T06:17:50.592000000Z,,40,car,car
,,950,South,North,2025-05-17T04:16:46.811000000Z,2025-05-17T04:16:51.823000000Z,400,car,car
,,950,North,South,2025-05-17T05:43:25.268000000Z,2025-05-17T05:43:29.129000000Z,400,car,car
,,950,North,East,2025-05-17T09:05:55.568000000Z,2025-05-17T09:05:58.322000000Z,400,car,car
,,951,,South,,2025-05-17T06:39:49.776000000Z,402,,car
,,952,South,,2025-05-17T05:43:26.956000000Z,,403,car,
,,953,,East,,2025-05-17T03:31:00.542000000Z,404,,bus
,,953,,South,,2025-05-17T06:40:01.601000000Z,404,,truck
,,953,South,South,2025-05-17T04:16:53.649000000Z,2025-05-17T04:16:55.826000000Z,404,car,car
,,953,East,,2025-05-17T05:44:36.688000000Z,,404,car,
,,953,South,,2025-05-17T06:39:51.871000000Z,,404,car,
,,954,South,,2025-05-17T03:31:04.954000000Z,,406,car,
,,955,North,East,2025-05-17T09:06:02.343000000Z,2025-05-17T09:06:04.892000000Z,407,car,car
,,956,,East,,2025-05-17T02:44:54.395000000Z,41,,car
,,956,,East,,2025-05-17T03:04:41.684000000Z,41,,truck
,,956,South,South,2025-05-17T06:17:54.901000000Z,2025-05-17T06:17:55.397000000Z,41,car,car
,,957,East,,2025-05-17T05:43:45.291000000Z,,410,car,
,,958,,North,,2025-05-17T04:17:00.863000000Z,411,,car
,,958,East,,2025-05-17T04:16:56.961000000Z,,411,car,
,,959,North,East,2025-05-17T05:43:56.943000000Z,2025-05-17T05:43:58.427000000Z,414,car,truck
,,960,,South,,2025-05-17T05:44:14.628000000Z,415,,car
,,960,South,,2025-05-17T05:43:56.943000000Z,,415,car,
,,961,South,,2025-05-17T05:44:04.867000000Z,,416,car,
,,962,East,South,2025-05-17T09:06:32.318000000Z,2025-05-17T09:06:33.406000000Z,417,car,car
,,963,North,East,2025-05-17T04:17:08.802000000Z,2025-05-17T04:17:10.310000000Z,419,car,car
,,964,,South,,2025-05-17T03:10:04.835000000Z,42,,car
,,964,,South,,2025-05-17T03:40:30.714000000Z,42,,car
,,964,East,East,2025-05-17T02:12:44.298000000Z,,42,car,
,,964,South,,2025-05-17T03:50:08.671000000Z,2025-05-17T03:50:22.102000000Z,42,car,car
,,965,East,,2025-05-17T06:41:02.199000000Z,,421,car,
,,966,East,South,2025-05-17T04:17:32.279000000Z,2025-05-17T04:17:34.389000000Z,423,car,car
,,967,East,South,2025-05-17T06:41:18.351000000Z,2025-05-17T06:41:20.411000000Z,428,car,car
,,967,East,,2025-05-17T09:06:54.878000000Z,,428,car,
,,968,,South,,2025-05-17T04:17:39.614000000Z,429,,bus
,,968,South,South,2025-05-17T09:07:01.316000000Z,2025-05-17T09:07:01.835000000Z,429,truck,bus
,,969,,South,,2025-05-17T03:04:48.694000000Z,43,,car
,,969,South,,2025-05-17T02:45:11.822000000Z,,43,car,
,,970,East,East,2025-05-17T09:07:05.080000000Z,2025-05-17T09:07:05.642000000Z,430,truck,truck
,,971,,South,,2025-05-17T04:17:55.302000000Z,431,,bus
,,971,South,North,2025-05-17T09:07:08.454000000Z,2025-05-17T09:07:12.517000000Z,431,car,car
,,972,East,South,2025-05-17T04:18:16.875000000Z,2025-05-17T04:18:19.392000000Z,433,car,car
,,972,North,South,2025-05-17T06:41:20.411000000Z,2025-05-17T06:41:25.076000000Z,433,car,car
,,973,East,South,2025-05-17T05:44:44.341000000Z,2025-05-17T05:44:47.595000000Z,434,car,car
,,974,East,,2025-05-17T06:41:55.675000000Z,,435,car,
,,975,East,South,2025-05-17T04:18:24.839000000Z,2025-05-17T04:18:26.954000000Z,436,car,car
,,975,South,North,2025-05-17T06:41:47.511000000Z,2025-05-17T06:41:53.853000000Z,436,car,car
,,975,South,West,2025-05-17T09:07:24.733000000Z,2025-05-17T09:07:28.339000000Z,436,car,car
,,976,East,,2025-05-17T09:07:49.511000000Z,,437,motorcycle,
,,977,South,,2025-05-17T02:29:04.223000000Z,,44,car,
,,977,South,,2025-05-17T03:10:40.025000000Z,,44,car,
,,978,,East,,2025-05-17T04:19:00.870000000Z,440,,car
,,979,East,,2025-05-17T06:41:43.238000000Z,,441,car,
,,980,North,East,2025-05-17T04:19:14.313000000Z,2025-05-17T04:19:15.829000000Z,442,car,car
,,980,East,,2025-05-17T05:45:15.216000000Z,,442,car,
,,980,South,,2025-05-17T06:41:53.853000000Z,,442,car,
,,981,South,,2025-05-17T05:45:19.379000000Z,,443,car,
,,982,South,,2025-05-17T04:19:24.241000000Z,,444,car,
,,983,East,,2025-05-17T05:45:36.399000000Z,,445,car,
,,984,East,,2025-05-17T05:45:49.763000000Z,,446,car,
,,985,East,South,2025-05-17T04:19:38.004000000Z,2025-05-17T04:19:40.584000000Z,448,car,car
,,986,East,,2025-05-17T02:12:53.378000000Z,,45,car,
,,986,South,,2025-05-17T03:50:21.033000000Z,,45,car,
,,987,North,,2025-05-17T09:07:54.762000000Z,,450,car,
,,988,North,East,2025-05-17T06:42:02.054000000Z,2025-05-17T06:42:02.563000000Z,451,car,car
,,989,South,North,2025-05-17T06:42:07.673000000Z,2025-05-17T06:42:11.088000000Z,452,car,car
,,990,North,South,2025-05-17T04:19:52.088000000Z,2025-05-17T04:19:56.799000000Z,453,car,car
,,990,South,North,2025-05-17T09:08:40.684000000Z,2025-05-17T09:08:45.865000000Z,453,car,car
,,991,North,South,2025-05-17T06:42:05.580000000Z,2025-05-17T06:42:08.781000000Z,454,car,car
,,992,East,South,2025-05-17T09:08:55.562000000Z,2025-05-17T09:08:59.725000000Z,456,car,car
,,993,South,East,2025-05-17T04:20:05.302000000Z,2025-05-17T04:20:09.518000000Z,459,car,car
,,994,South,,2025-05-17T03:40:41.816000000Z,,46,car,
,,995,,East,,2025-05-17T05:46:08.082000000Z,460,,car
,,995,East,South,2025-05-17T04:20:06.346000000Z,2025-05-17T04:20:10.056000000Z,460,car,car
,,995,South,East,2025-05-17T06:42:33.249000000Z,2025-05-17T06:42:34.787000000Z,460,car,car
,,996,West,North,2025-05-17T06:42:37.902000000Z,2025-05-17T06:42:41.307000000Z,461,car,car
,,997,South,,2025-05-17T09:09:00.224000000Z,,462,car,
,,998,East,,2025-05-17T09:09:17.426000000Z,,464,car,
,,999,South,North,2025-05-17T06:42:53.875000000Z,2025-05-17T06:42:57.491000000Z,466,car,car
,,1000,,East,,2025-05-17T02:07:38.274000000Z,47,,car
,,1000,,East,,2025-05-17T03:05:01.067000000Z,47,,car
,,1000,,East,,2025-05-17T03:10:39.438000000Z,47,,truck
,,1000,South,,2025-05-17T03:50:15.315000000Z,,47,car,
,,1001,East,South,2025-05-17T05:47:01.199000000Z,2025-05-17T05:47:03.815000000Z,470,car,car
,,1002,East,,2025-05-17T05:47:12.007000000Z,,471,car,
,,1003,,South,,2025-05-17T05:46:57.136000000Z,475,,truck
,,1004,East,,2025-05-17T04:20:37.483000000Z,,476,car,
,,1004,North,South,2025-05-17T05:47:01.715000000Z,2025-05-17T05:47:09.420000000Z,476,car,car
,,1005,South,,2025-05-17T05:47:16.807000000Z,,478,truck,
,,1006,,North,,2025-05-17T06:43:25.403000000Z,479,,car
,,1006,East,,2025-05-17T04:20:24.479000000Z,,479,car,
,,1007,,East,,2025-05-17T02:07:44.365000000Z,48,,car
,,1007,South,South,2025-05-17T02:24:22.044000000Z,2025-05-17T06:18:06.468000000Z,48,car,
,,1007,North,North,2025-05-17T06:18:03.692000000Z,2025-05-17T08:46:05.381000000Z,48,car,car
,,1007,East,,2025-05-17T08:46:02.880000000Z,,48,car,car
,,1008,East,,2025-05-17T06:43:41.856000000Z,,480,truck,
,,1009,North,West,2025-05-17T04:20:31.771000000Z,2025-05-17T04:20:39.761000000Z,481,car,car
,,1010,,South,,2025-05-17T04:21:04.394000000Z,482,,car
,,1010,East,,2025-05-17T04:20:45.592000000Z,,482,truck,
,,1011,,South,,2025-05-17T09:10:14.176000000Z,483,,truck
,,1011,South,North,2025-05-17T06:44:09.987000000Z,2025-05-17T06:44:13.857000000Z,483,car,car
,,1012,North,South,2025-05-17T04:20:39.761000000Z,2025-05-17T04:20:43.963000000Z,484,car,car
,,1012,North,,2025-05-17T05:47:17.363000000Z,,484,car,
,,1013,South,North,2025-05-17T04:20:48.406000000Z,2025-05-17T04:20:55.670000000Z,485,car,car
,,1013,South,South,2025-05-17T06:44:42.488000000Z,2025-05-17T06:44:43.523000000Z,485,truck,bus
,,1014,,North,,2025-05-17T04:21:01.385000000Z,486,,car
,,1014,South,,2025-05-17T04:20:51.224000000Z,,486,car,
,,1014,South,,2025-05-17T06:44:59.835000000Z,,486,car,
,,1015,,North,,2025-05-17T04:20:48.406000000Z,487,,truck
,,1016,,South,,2025-05-17T04:21:00.161000000Z,488,,car
,,1016,East,,2025-05-17T04:20:59.028000000Z,,488,car,
,,1017,East,South,2025-05-17T05:47:37.932000000Z,2025-05-17T05:47:39.925000000Z,489,car,car
,,1017,South,,2025-05-17T06:45:09.174000000Z,,489,truck,
,,1018,,South,,2025-05-17T02:07:52.004000000Z,49,,car
,,1018,,East,,2025-05-17T03:50:15.824000000Z,49,,car
,,1018,East,South,2025-05-17T06:18:25.535000000Z,2025-05-17T06:18:29.037000000Z,49,car,car
,,1019,North,,2025-05-17T09:10:29.691000000Z,,490,car,
,,1020,East,South,2025-05-17T04:21:08.964000000Z,2025-05-17T04:21:11.598000000Z,491,car,car
,,1020,East,,2025-05-17T09:10:39.376000000Z,,491,car,
,,1021,North,East,2025-05-17T04:21:28.914000000Z,2025-05-17T04:21:29.997000000Z,494,car,car
,,1021,North,,2025-05-17T06:45:36.814000000Z,,494,truck,
,,1022,South,East,2025-05-17T06:45:43.310000000Z,2025-05-17T06:45:47.487000000Z,495,car,car
,,1023,East,South,2025-05-17T05:48:02.361000000Z,2025-05-17T05:48:05.295000000Z,496,car,car
,,1024,,North,,2025-05-17T09:11:22.295000000Z,499,,car
,,1025,,South,,2025-05-17T02:22:21.307000000Z,5,,car
,,1025,,South,,2025-05-17T08:44:04.774000000Z,5,,car
,,1025,South,South,2025-05-17T02:42:57.736000000Z,,5,car,
,,1025,North,South,2025-05-17T03:08:08.346000000Z,2025-05-17T03:08:13.977000000Z,5,car,car
,,1025,East,,2025-05-17T04:01:39.180000000Z,2025-05-17T04:01:41.957000000Z,5,car,car
,,1026,South,,2025-05-17T02:24:39.905000000Z,,50,car,
,,1027,,East,,2025-05-17T05:48:16.336000000Z,500,,car
,,1028,South,,2025-05-17T04:21:58.978000000Z,,501,bus,
,,1028,South,,2025-05-17T05:48:15.293000000Z,,501,car,
,,1029,South,North,2025-05-17T04:22:02.077000000Z,2025-05-17T04:22:06.150000000Z,502,car,car
,,1030,South,,2025-05-17T04:22:10.676000000Z,,503,car,
,,1031,South,East,2025-05-17T04:22:06.150000000Z,2025-05-17T04:22:09.066000000Z,504,car,car
,,1031,South,,2025-05-17T06:46:14.801000000Z,,504,car,
,,1031,East,,2025-05-17T09:11:24.148000000Z,,504,car,
,,1032,,East,,2025-05-17T05:48:39.339000000Z,506,,car
,,1032,,East,,2025-05-17T06:46:39.077000000Z,506,,car
,,1033,South,,2025-05-17T09:11:19.817000000Z,,509,car,
,,1034,South,South,2025-05-17T02:13:17.439000000Z,2025-05-17T02:13:17.802000000Z,51,truck,truck
,,1034,West,East,2025-05-17T02:24:42.389000000Z,2025-05-17T08:46:14.609000000Z,51,truck,
,,1034,South,,2025-05-17T08:46:12.054000000Z,,51,car,car
,,1035,East,,2025-05-17T04:22:13.831000000Z,,510,car,
,,1036,North,South,2025-05-17T04:22:14.960000000Z,2025-05-17T04:22:18.651000000Z,511,car,car
,,1037,East,,2025-05-17T04:22:20.244000000Z,,512,car,
,,1038,North,East,2025-05-17T04:22:25.226000000Z,2025-05-17T04:22:27.095000000Z,514,car,car
,,1038,South,,2025-05-17T05:48:51.819000000Z,,514,car,
,,1039,South,East,2025-05-17T05:49:17.582000000Z,2025-05-17T05:49:20.999000000Z,515,car,car
,,1039,North,East,2025-05-17T09:11:28.953000000Z,2025-05-17T09:11:30.942000000Z,515,car,car
,,1040,North,,2025-05-17T04:22:35.088000000Z,,517,car,
,,1041,South,,2025-05-17T06:47:09.970000000Z,,518,car,
,,1042,,North,,2025-05-17T06:47:13.310000000Z,519,,car
,,1043,,East,,2025-05-17T03:05:05.239000000Z,52,,truck
,,1043,,South,,2025-05-17T03:41:05.008000000Z,52,,car
,,1043,South,,2025-05-17T02:24:46.102000000Z,,52,car,
,,1044,East,,2025-05-17T09:12:52.474000000Z,,521,car,
,,1045,East,,2025-05-17T05:49:43.088000000Z,,523,car,
,,1046,East,South,2025-05-17T04:22:50.955000000Z,2025-05-17T04:22:54.223000000Z,524,car,car
,,1046,North,,2025-05-17T05:49:50.715000000Z,,524,car,
,,1047,North,East,2025-05-17T06:48:06.682000000Z,2025-05-17T06:48:07.186000000Z,525,car,car
,,1047,East,,2025-05-17T09:12:57.317000000Z,,525,car,
,,1048,South,,2025-05-17T04:22:49.421000000Z,,526,car,
,,1048,South,South,2025-05-17T06:48:13.792000000Z,2025-05-17T06:48:14.315000000Z,526,truck,truck
,,1048,East,,2025-05-17T09:13:01.664000000Z,,526,car,
,,1049,South,,2025-05-17T04:22:55.851000000Z,,527,car,
,,1049,East,North,2025-05-17T05:50:03.555000000Z,2025-05-17T05:50:06.757000000Z,527,car,car
,,1050,,South,,2025-05-17T05:49:58.038000000Z,528,,car
,,1051,South,East,2025-05-17T09:13:10.790000000Z,2025-05-17T09:13:13.491000000Z,529,car,car
,,1052,,East,,2025-05-17T03:41:31.676000000Z,53,,car
,,1052,,South,,2025-05-17T04:03:37.741000000Z,53,,truck
,,1052,East,,2025-05-17T06:18:46.609000000Z,,53,car,
,,1053,South,North,2025-05-17T06:48:34.735000000Z,2025-05-17T06:48:38.883000000Z,530,car,car
,,1054,East,,2025-05-17T04:22:59.946000000Z,,531,truck,
,,1055,South,North,2025-05-17T09:13:14.569000000Z,2025-05-17T09:13:17.944000000Z,532,car,car
,,1056,South,East,2025-05-17T04:23:10.540000000Z,2025-05-17T04:23:13.104000000Z,534,car,car
,,1056,East,North,2025-05-17T06:48:45.864000000Z,2025-05-17T09:13:29.219000000Z,534,car,
,,1056,South,,2025-05-17T09:13:20.631000000Z,,534,car,car
,,1057,North,East,2025-05-17T04:23:15.141000000Z,2025-05-17T04:23:16.184000000Z,535,car,car
,,1057,North,,2025-05-17T05:50:31.719000000Z,,535,car,
,,1058,East,,2025-05-17T04:23:26.146000000Z,,537,car,
,,1058,South,,2025-05-17T09:13:24.671000000Z,,537,car,
,,1059,,East,,2025-05-17T05:50:40.931000000Z,538,,car
,,1059,East,South,2025-05-17T06:48:51.463000000Z,2025-05-17T06:48:53.421000000Z,538,car,car
,,1060,,North,,2025-05-17T05:51:10.232000000Z,541,,truck
,,1060,East,,2025-05-17T04:23:44.623000000Z,,541,car,
,,1061,East,,2025-05-17T09:13:40.927000000Z,,542,car,
,,1062,North,South,2025-05-17T04:23:48.950000000Z,2025-05-17T04:23:51.906000000Z,546,car,car
,,1062,South,East,2025-05-17T06:49:15.813000000Z,2025-05-17T06:49:18.340000000Z,546,car,car
,,1063,South,South,2025-05-17T05:51:38.392000000Z,2025-05-17T05:51:39.561000000Z,548,truck,bus
,,1064,East,,2025-05-17T06:49:12.413000000Z,,549,truck,
,,1065,,East,,2025-05-17T03:05:15.352000000Z,55,,bus
,,1065,East,,2025-05-17T02:13:29.900000000Z,,55,car,
,,1065,East,,2025-05-17T06:18:43.984000000Z,,55,car,
,,1066,North,South,2025-05-17T05:51:43.789000000Z,2025-05-17T05:51:47.288000000Z,551,car,car
,,1067,South,,2025-05-17T05:52:01.413000000Z,,553,car,
,,1068,East,,2025-05-17T04:24:15.955000000Z,,554,car,
,,1068,East,,2025-05-17T06:49:31.876000000Z,,554,car,
,,1069,North,,2025-05-17T06:49:32.919000000Z,,558,car,
,,1070,,South,,2025-05-17T03:05:17.010000000Z,56,,car
,,1070,,South,,2025-05-17T06:18:38.860000000Z,56,,bus
,,1071,North,East,2025-05-17T06:49:44.616000000Z,2025-05-17T06:49:45.623000000Z,561,car,car
,,1072,East,,2025-05-17T04:24:22.365000000Z,,562,car,
,,1073,North,,2025-05-17T04:24:11.233000000Z,,563,car,
,,1074,East,South,2025-05-17T09:14:17.222000000Z,2025-05-17T09:14:20.481000000Z,564,bus,bus
,,1075,North,South,2025-05-17T06:50:06.685000000Z,2025-05-17T06:50:10.005000000Z,565,car,car
,,1076,,South,,2025-05-17T05:52:18.062000000Z,566,,car
,,1077,North,,2025-05-17T04:24:17.661000000Z,,567,car,
,,1077,South,North,2025-05-17T05:52:26.427000000Z,2025-05-17T05:52:42.373000000Z,567,car,car
,,1078,South,,2025-05-17T04:24:25.130000000Z,,568,car,
,,1078,South,,2025-05-17T06:50:32.804000000Z,,568,car,
,,1079,,North,,2025-05-17T05:52:29.721000000Z,569,,car
,,1079,North,East,2025-05-17T06:50:48.626000000Z,2025-05-17T06:50:50.581000000Z,569,car,car
,,1079,South,South,2025-05-17T09:14:43.669000000Z,2025-05-17T09:14:44.214000000Z,569,bus,bus
,,1080,North,East,2025-05-17T08:46:34.558000000Z,2025-05-17T08:46:37.119000000Z,57,car,car
,,1081,West,North,2025-05-17T04:24:26.747000000Z,2025-05-17T04:24:29.858000000Z,570,car,car
,,1081,South,North,2025-05-17T05:52:33.360000000Z,2025-05-17T05:52:45.896000000Z,570,car,car
,,1081,South,,2025-05-17T09:14:48.263000000Z,,570,car,
,,1082,South,,2025-05-17T05:52:39.694000000Z,,571,car,
,,1083,,East,,2025-05-17T04:24:31.072000000Z,572,,car
,,1083,North,South,2025-05-17T06:51:09.599000000Z,2025-05-17T06:51:13.260000000Z,572,car,car
,,1083,North,,2025-05-17T09:15:32.478000000Z,,572,car,
,,1084,,South,,2025-05-17T05:53:00.201000000Z,573,,car
,,1084,,South,,2025-05-17T06:51:17.932000000Z,573,,truck
,,1084,East,East,2025-05-17T05:52:56.163000000Z,,573,car,
,,1084,North,,2025-05-17T09:15:37.431000000Z,2025-05-17T09:15:38.631000000Z,573,car,car
,,1085,,North,,2025-05-17T05:53:02.606000000Z,575,,car
,,1085,South,South,2025-05-17T05:52:57.661000000Z,2025-05-17T06:51:24.756000000Z,575,car,
,,1085,North,,2025-05-17T06:51:20.973000000Z,,575,car,car
,,1086,East,,2025-05-17T04:24:36.227000000Z,,576,car,
,,1087,East,,2025-05-17T09:15:44.960000000Z,,577,car,
,,1088,,East,,2025-05-17T02:45:59.724000000Z,58,,truck
,,1088,,North,,2025-05-17T04:03:59.809000000Z,58,,car
,,1088,,South,,2025-05-17T03:11:01.066000000Z,58,,car
,,1089,North,East,2025-05-17T06:51:31.536000000Z,2025-05-17T06:51:32.041000000Z,580,car,car
,,1090,East,South,2025-05-17T09:16:39.296000000Z,2025-05-17T09:16:41.864000000Z,586,car,car
,,1091,East,,2025-05-17T09:16:47.934000000Z,,588,car,
,,1092,,West,,2025-05-17T02:25:02.358000000Z,59,,car
,,1092,South,,2025-05-17T02:46:02.099000000Z,,59,car,
,,1093,East,,2025-05-17T04:25:12.983000000Z,,590,car,
,,1094,East,South,2025-05-17T06:52:28.692000000Z,2025-05-17T06:52:30.634000000Z,594,car,car
,,1095,South,North,2025-05-17T04:25:24.245000000Z,2025-05-17T04:25:28.943000000Z,597,car,car
,,1096,North,South,2025-05-17T06:52:34.085000000Z,2025-05-17T06:52:38.434000000Z,598,car,car
,,1097,South,North,2025-05-17T09:17:04.368000000Z,2025-05-17T09:17:08.513000000Z,599,car,car
,,1098,,South,,2025-05-17T03:08:20.936000000Z,6,,car
,,1098,South,South,2025-05-17T02:22:24.017000000Z,2025-05-17T03:32:12.744000000Z,6,car,
,,1098,East,,2025-05-17T03:32:04.614000000Z,,6,car,car
,,1099,,East,,2025-05-17T02:46:24.346000000Z,60,,truck
,,1099,,South,,2025-05-17T03:41:57.093000000Z,60,,car
,,1099,South,East,2025-05-17T03:50:45.945000000Z,2025-05-17T03:50:52.357000000Z,60,car,car
,,1100,South,,2025-05-17T05:54:38.421000000Z,,602,car,
,,1101,South,North,2025-05-17T04:25:27.682000000Z,2025-05-17T04:25:32.000000000Z,604,car,car
,,1102,East,,2025-05-17T04:25:29.534000000Z,,606,car,
,,1103,,East,,2025-05-17T06:53:00.153000000Z,607,,car
,,1104,South,,2025-05-17T05:54:41.933000000Z,,608,car,
,,1105,East,,2025-05-17T05:54:51.206000000Z,,609,car,
,,1106,,East,,2025-05-17T02:13:42.303000000Z,61,,car
,,1106,East,,2025-05-17T08:46:49.701000000Z,,61,car,
,,1107,North,,2025-05-17T06:53:06.960000000Z,,610,car,
,,1108,West,East,2025-05-17T04:25:34.853000000Z,2025-05-17T04:25:40.767000000Z,611,car,car
,,1108,North,South,2025-05-17T06:53:12.329000000Z,2025-05-17T06:53:15.247000000Z,611,car,car
,,1108,South,,2025-05-17T09:17:11.930000000Z,,611,car,
,,1109,,North,,2025-05-17T05:55:33.574000000Z,612,,car
,,1110,East,South,2025-05-17T06:53:17.309000000Z,2025-05-17T06:53:18.439000000Z,613,truck,truck
,,1111,,North,,2025-05-17T05:55:19.988000000Z,615,,truck
,,1111,South,East,2025-05-17T09:17:19.563000000Z,2025-05-17T09:17:21.173000000Z,615,car,car
,,1112,South,North,2025-05-17T04:25:47.350000000Z,2025-05-17T04:25:51.077000000Z,616,car,car
,,1112,East,,2025-05-17T05:55:17.018000000Z,,616,truck,
,,1113,East,,2025-05-17T06:53:32.042000000Z,,617,truck,
,,1113,South,East,2025-05-17T09:17:28.435000000Z,2025-05-17T09:17:31.540000000Z,617,car,car
,,1114,North,East,2025-05-17T04:26:06.264000000Z,2025-05-17T04:26:08.229000000Z,618,car,car
,,1114,South,,2025-05-17T06:53:32.543000000Z,,618,car,
,,1115,South,,2025-05-17T04:26:19.937000000Z,,619,car,
,,1115,South,,2025-05-17T06:53:46.661000000Z,,619,car,
,,1116,,East,,2025-05-17T02:46:19.775000000Z,62,,car
,,1116,,South,,2025-05-17T03:11:08.246000000Z,62,,car
,,1117,South,,2025-05-17T06:53:52.037000000Z,,620,car,
,,1118,North,South,2025-05-17T04:26:10.226000000Z,2025-05-17T04:26:13.982000000Z,621,car,car
,,1119,North,South,2025-05-17T04:26:20.522000000Z,2025-05-17T04:26:33.444000000Z,624,car,car
,,1120,,South,,2025-05-17T06:54:01.960000000Z,625,,car
,,1120,East,South,2025-05-17T05:55:41.826000000Z,2025-05-17T05:55:44.017000000Z,625,car,car
,,1120,East,,2025-05-17T06:53:59.939000000Z,,625,car,
,,1121,North,South,2025-05-17T05:55:44.554000000Z,2025-05-17T05:55:50.111000000Z,627,car,car
,,1121,East,,2025-05-17T09:17:39.960000000Z,,627,car,
,,1122,East,,2025-05-17T06:54:10.505000000Z,,628,car,
,,1123,North,East,2025-05-17T06:54:29.522000000Z,2025-05-17T06:54:32.098000000Z,629,car,car
,,1124,North,,2025-05-17T02:29:47.286000000Z,,63,car,
,,1124,North,,2025-05-17T03:05:17.569000000Z,,63,car,
